AMD Ryzen 7 5800H with Radeon Graphics;matrix;int;None;302;clock();641598;1000;1.8424e-05;3.00736e-06;4.90894e-05%;54277;
AMD Ryzen 7 5800H with Radeon Graphics;matrix;long long;None;302;clock();641608;1000;1.9053e-05;1.77093e-06;1.64604e-05%;52485.2;
AMD Ryzen 7 5800H with Radeon Graphics;matrix;double;None;302;clock();641610;1000;1.8686e-05;2.63769e-06;3.72332e-05%;53516;
